"","id","name","longitude","latitude","provider"
"144","723608222","Bison bison",-110.348999023438,44.8839988708496,"iNaturalist.org"
"145","773415930","Bison bison",-110.31600189209,44.9830017089844,"iNaturalist.org"
"146","687030400","Bison bison",-110.314002990723,44.9014015197754,"iNaturalist.org"
"147","784912998","Bison bison",-110.233001708984,44.7667007446289,"University of Wyoming Museum of Vertebrates"
"148","691259370","Bison bison",-110,45,"South Australian Museum"
"149","785068406","Bison bison",-108.774002075195,42.7722015380859,"Denver Museum of Nature & Science"
"150","785747622","Bison bison",-108.541000366211,35.4678001403809,"Museum of Southwestern Biology"
"151","785745247","Bison bison",-108.541000366211,35.4678001403809,"Museum of Southwestern Biology"
"152","785774934","Bison bison",-108,35,"Museum of Southwestern Biology"
"153","784912039","Bison bison",-107.63500213623,41.6063995361328,"University of Wyoming Museum of Vertebrates"
